Country Name,Country Code,Year,health_exp_per_capita,health_exp_percent,health_exp_ppp_per_capita,health_exp_total,Life Expectancy
Afghanistan,AFG,2002,15.48190406,7.76307316,75.98351391,332660895.501474,56.2251
Afghanistan,AFG,2003,19.33236793,8.81605343,89.44017773,435120719.370515,57.1713
Afghanistan,AFG,2004,20.89000224,8.78670722,87.52090345,490911919.220818,57.8098
Afghanistan,AFG,2005,21.89580296,8.06810435,88.32306226,534256453.67157,58.2468
Afghanistan,AFG,2006,22.18140928,7.43397155,86.85601592,558608071.453688,58.5533
Afghanistan,AFG,2007,26.98894729,6.72831635,88.71198979,698407670.927007,58.9563
Afghanistan,AFG,2008,33.80518937,8.32809334,111.46310638,896809113.134828,59.7081
Afghanistan,AFG,2009,43.52543981,9.41897064,148.00120214,1184209306.91487,60.2478
Afghanistan,AFG,2010,52.8857608,9.19772273,153.44620572,1478802590.78948,60.7018
Afghanistan,AFG,2011,52.38254929,7.87199189,141.0557326,1509097610.44718,61.2503
Afghanistan,AFG,2012,58.16803071,8.51891268,160.36802664,1729149589.84956,61.7349
Afghanistan,AFG,2013,53.36597308,8.13486556,156.52934858,1637401469.0981,62.1878
Afghanistan,AFG,2014,56.57452735,8.18227382,166.51672658,1789311203.25348,62.2599
Angola,AGO,1995,18.00618425,6.45887795,91.4636206,234848645.386022,46.1391
Angola,AGO,1996,13.75622193,2.81473208,60.22757641,184674707.021845,46.4177
Angola,AGO,1997,19.27911944,3.4825593,79.03869714,266087861.649024,46.6882
Angola,AGO,1998,15.14206043,3.33560211,79.53522966,214831162.120842,45.4515
Angola,AGO,1999,14.23259059,3.37784418,82.08157415,207824045.868018,45.8077
Angola,AGO,2000,16.8991726,2.78728366,69.20173589,254478522.684224,46.5005
Angola,AGO,2001,30.91774474,5.38455772,137.88117252,481166399.64433,47.0323
Angola,AGO,2002,28.19059742,3.63392075,103.88967134,454141954.414473,47.8736
Angola,AGO,2003,37.44842882,4.40528442,130.48368471,625066517.568446,50.218
Angola,AGO,2004,53.4564375,4.70732007,153.300672,924555814.734326,51.1225
Angola,AGO,2005,64.68519176,4.10396002,157.52116297,1158702088.31212,52.1295
Angola,AGO,2006,102.37922537,4.54243749,209.61483939,1898261028.7315,52.9647
Angola,AGO,2007,106.60251904,3.38311163,189.90186908,2045052811.14224,54.2001
Angola,AGO,2008,163.11605053,3.84493395,242.15426374,3236589616.73807,55.2809
Angola,AGO,2009,160.83547792,4.37177378,274.73451017,3300360572.87947,56.2251
Angola,AGO,2010,131.79621085,3.39114609,215.70576571,2796709531.69995,57.242
Angola,AGO,2011,160.36072269,3.3795827,220.50028242,3518682444.06757,58.0931
Angola,AGO,2012,168.02721742,3.30479422,223.24452883,3811803620.27785,58.916
Angola,AGO,2013,225.73659246,4.26303169,301.98914889,5293117218.73252,59.7048
Angola,AGO,2014,179.35785371,3.30698293,239.01023293,4345396705.43222,60.3956
Albania,ALB,1995,51.48380136,6.59707903,196.53778549,159946115.745516,74.0218
Albania,ALB,1996,72.42532839,7.43197435,247.13767322,223941577.848512,74.1134
Albania,ALB,1997,52.94161894,7.56809993,229.83007393,163720421.255885,73.3832
Albania,ALB,1998,61.25168194,6.94329921,239.40639574,190057721.379576,74.3572
Albania,ALB,1999,75.95312403,6.86818989,263.70931176,236582664.337312,74.5684
Albania,ALB,2000,74.02882494,6.2559844,263.00226739,231115400.454433,74.8262
Albania,ALB,2001,78.66819861,6.00014389,275.86678107,245766768.60318,75.083
Albania,ALB,2002,89.9161553,6.30011348,302.72911468,280818223.611263,75.2987
Albania,ALB,2003,112.63011779,6.26700723,325.28224179,351073145.513516,75.5566
Albania,ALB,2004,153.26255007,6.37953469,361.8436802,475689865.890824,75.9515
Albania,ALB,2005,166.22792891,6.11631076,380.41578445,512343068.094083,76.4266
Albania,ALB,2006,175.46111256,5.86129625,412.87709072,535286409.992025,76.9943
Albania,ALB,2007,216.94308134,6.10393525,461.17078502,653182859.508827,77.6907
Albania,ALB,2008,254.735035,5.86941616,511.1042673,756060206.977483,78.2484
Albania,ALB,2009,238.07097947,5.79133946,540.76887208,697520829.744511,78.5088
Albania,ALB,2010,219.27385748,5.33503501,497.92833308,636307079.371982,78.4141
Albania,ALB,2011,255.2555999,5.71466526,554.48411738,736670213.853418,78.3029
Albania,ALB,2012,239.51286789,5.58917285,544.00617177,689956814.602781,78.0836
Albania,ALB,2013,253.3418956,5.65513948,564.06596489,730455874.092887,77.9951
Albania,ALB,2014,272.20429151,5.88310543,614.53594606,786582208.261297,78.0291
United Arab Emirates,ARE,1995,737.42407792,2.63613172,2066.4761756,1733088168.52901,71.3917
United Arab Emirates,ARE,1996,733.11812537,2.45902483,1978.87988105,1809134659.03841,71.8203
United Arab Emirates,ARE,1997,755.50700897,2.48706386,2085.38392706,1960706899.83109,72.5589
United Arab Emirates,ARE,1998,801.20626516,2.89439211,2335.26184815,2190313651.49663,73.66
United Arab Emirates,ARE,1999,794.56301232,2.71378769,2177.63625617,2291669105.36335,74.9818
United Arab Emirates,ARE,2000,814.13692852,2.37999034,2033.95767929,2483221841.50094,76.347
United Arab Emirates,ARE,2001,797.59251222,2.48427471,2092.25601528,2566545029.35181,77.6207
United Arab Emirates,ARE,2002,879.28514869,2.71758304,2258.16407038,2984346551.76982,78.7211
United Arab Emirates,ARE,2003,907.58262622,2.64640737,2282.94322194,3290711270.9792,79.5995
United Arab Emirates,ARE,2004,915.42306321,2.46216142,2183.0461741,3639671751.06799,80.2724
United Arab Emirates,ARE,2005,935.01622766,2.32021865,1973.47528883,4190720291.96243,80.779
United Arab Emirates,ARE,2006,998.78516967,2.32534364,1940.76107711,5164972802.59694,81.1553
United Arab Emirates,ARE,2007,1101.01430073,2.56564188,1953.36952141,6617206048.79799,81.4384
United Arab Emirates,ARE,2008,1338.92670304,2.92853487,2040.33534565,9238784378.55642,81.5915
United Arab Emirates,ARE,2009,1332.63012978,4.04992386,2410.87882678,10268478852.5386,81.6794
United Arab Emirates,ARE,2010,1349.44865722,3.92945183,2232.36489131,11240169166.2374,81.886
United Arab Emirates,ARE,2011,1473.33909581,3.7038587,2130.25105592,12869207413.6558,81.8984
United Arab Emirates,ARE,2012,1433.10554702,3.44599956,1993.5909008,12829937600.1236,81.9129
United Arab Emirates,ARE,2013,1551.34690283,3.48564353,2208.2640874,14024141871.9276,81.95
United Arab Emirates,ARE,2014,1610.79897995,3.64398564,2405.36771937,14635943432.8834,81.9902
Argentina,ARG,1995,612.95824318,8.31099274,646.08439673,21450362161.5331,72.8644
Argentina,ARG,1996,616.81447153,8.02499359,661.95018813,21847373051.4574,73.0565
Argentina,ARG,1997,683.68795122,8.36136161,751.22496329,24499250115.0425,73.4071
Argentina,ARG,1998,704.46065824,8.53592553,798.54125101,25530765893.5621,73.4121
Argentina,ARG,1999,724.11127656,9.35514932,848.43376896,26537269165.328,73.6833
Argentina,ARG,2000,706.90499353,9.21275669,837.50756875,26196098573.2086,73.91
Argentina,ARG,2001,672.65232677,9.37589012,824.02308724,25205315205.419,74.1542
Argentina,ARG,2002,223.90609457,8.31392968,654.36016591,8483677207.60161,74.3122
Argentina,ARG,2003,277.93844386,8.21606274,710.74902095,10647675866.7209,74.3073
Argentina,ARG,2004,323.75024296,6.84056093,785.40882672,12538451287.1365,74.8713
Argentina,ARG,2005,389.81827568,6.84561938,891.68327477,15259627802.135,75.2306
Argentina,ARG,2006,447.1689734,6.68187054,979.1829161,17689445626.3267,75.2791
Argentina,ARG,2007,539.23777278,6.49458405,1077.79078875,21553281472.0677,74.7827
Argentina,ARG,2008,673.84210464,6.66371839,1174.27091414,27210997531.8467,75.4281
Argentina,ARG,2009,711.95419553,7.63475841,1345.34548365,29046763632.0151,75.5773
Argentina,ARG,2010,738.48082303,6.55015616,1284.83146837,30442302657.8323,75.68
Argentina,ARG,2011,795.75029309,5.89274265,1227.33751709,33147468641.033,76.0998
Argentina,ARG,2012,726.79434807,5.01904817,1133.03958846,30594570883.9412,75.8024
Argentina,ARG,2013,731.4512884,4.98687258,1174.48541548,31114697266.9647,75.8292
Argentina,ARG,2014,605.1878448,4.78591616,1137.24342289,26010989304.5506,76.2678
Armenia,ARM,1995,25.62249443,6.41873606,101.52726448,82585732.2329452,68.8131
Armenia,ARM,1996,29.14083557,5.7907572,100.28470999,92476256.1033616,69.1975
Armenia,ARM,1997,30.12181086,5.76758904,106.16391355,94511760.0907045,69.5924
Armenia,ARM,1998,34.98812191,5.75617179,115.83368462,108916553.993108,70.0054
Armenia,ARM,1999,33.89211786,5.68179057,120.65929368,104856112.07868,70.418
Armenia,ARM,2000,38.82927307,6.25348348,144.6637881,119442649.238512,70.8123
Armenia,ARM,2001,41.12659264,5.94041648,154.79371188,125848854.02086,71.1744
Armenia,ARM,2002,41.9909141,5.40041921,162.40248871,127956771.014989,71.4859
Armenia,ARM,2003,51.50899053,5.56388068,195.30987465,156402929.026692,71.7343
Armenia,ARM,2004,65.49067686,5.50118169,219.94507109,198173609.357458,71.9262
Armenia,ARM,2005,86.10079034,5.25211644,247.70259865,259586736.516383,72.0822
Armenia,ARM,2006,98.22416727,4.57775072,252.97077094,294884764.224373,72.2188
Armenia,ARM,2007,134.06043976,4.30883082,279.36320953,400588279.08899,72.3589
Armenia,ARM,2008,149.38303441,3.79932298,269.67263745,444418859.472992,72.5193
Armenia,ARM,2009,132.51720397,4.54532341,279.91462671,393060338.845516,72.7136
Armenia,ARM,2010,143.06442355,4.56226302,290.90189878,423970846.929595,72.9381
Armenia,ARM,2011,127.00593164,3.71354097,252.65042296,376951573.008047,73.1852
Armenia,ARM,2012,149.92806121,4.48215825,331.61037352,446536591.888922,73.4396
Armenia,ARM,2013,158.98019679,4.55022679,352.25600041,475699272.982762,73.7131
Armenia,ARM,2014,161.55238559,4.48014942,362.12527877,485651350.164078,73.98
Antigua and Barbuda,ATG,1995,353.19289801,4.1436129,611.42130572,24140381.3862892,73.5759
Antigua and Barbuda,ATG,1996,356.41139064,3.92096985,612.48490489,25036118.1363682,73.8389
Antigua and Barbuda,ATG,1997,373.27456563,3.93930715,638.55607768,26962368.4229191,74.0454
Antigua and Barbuda,ATG,1998,386.62789176,3.92020732,652.80500955,28690109.3353683,74.1873
Antigua and Barbuda,ATG,1999,400.73519335,3.96104693,680.38248392,30472304.8356981,74.456
Antigua and Barbuda,ATG,2000,416.41326943,4.12504853,631.65013611,32333657.545673,74.8191
Antigua and Barbuda,ATG,2001,439.38001025,4.48439049,668.49262424,34698718.1685423,75.1082
Antigua and Barbuda,ATG,2002,442.60837448,4.41378705,678.51311321,35421948.2107047,75.237
Antigua and Barbuda,ATG,2003,470.78383885,4.53434099,744.85269878,38088295.6983649,75.3125
Antigua and Barbuda,ATG,2004,462.48912816,4.20698542,740.17131749,37793686.574191,75.3295
Antigua and Barbuda,ATG,2005,532.73416909,4.41010035,840.87680842,43985196.6706445,75.3638
Antigua and Barbuda,ATG,2006,590.23941594,4.34002161,956.58112778,49265513.3321201,75.5059
Antigua and Barbuda,ATG,2007,652.2483176,4.26972324,1046.25035178,55047801.2620777,75.72
Antigua and Barbuda,ATG,2008,740.68854173,4.69201433,1160.01047986,63217767.036708,76.0753
Antigua and Barbuda,ATG,2009,679.68040921,4.86206202,1053.67572448,58656419.31377,76.3856
Antigua and Barbuda,ATG,2010,732.68117568,5.6285144,1134.21937089,63913976.9978893,76.7013
Antigua and Barbuda,ATG,2011,724.01950759,5.64852918,1129.02372817,63823767.6328932,77.0227
Antigua and Barbuda,ATG,2012,728.48132414,5.38593825,1128.17637168,64885103.0576833,77.1
Antigua and Barbuda,ATG,2013,711.43035589,5.33222783,1121.22875122,64018060.5737396,77.0496
Antigua and Barbuda,ATG,2014,773.71224648,5.54168311,1208.07584636,70330443.2049918,76.9122
Australia,AUS,1995,1591.17992691,7.25973523,1640.93480951,28470982432.2516,78.2569
Australia,AUS,1996,1789.35369193,7.44304741,1742.66486464,32423088897.724,78.3436
Australia,AUS,1997,1787.62517117,7.49922799,1837.89598576,32767169387.4877,78.6256
Australia,AUS,1998,1613.10676376,7.66270214,1976.65066949,29858606197.1617,79.0202
Australia,AUS,1999,1775.35382432,7.78975897,2121.67752034,33209768637.698,79.2769
Australia,AUS,2000,1745.92530648,8.07814515,2298.60423839,33031160873.2833,79.6207
Australia,AUS,2001,1665.20028425,8.17867869,2426.96434491,31873598640.8722,80.006
Australia,AUS,2002,1883.31574958,8.39043833,2593.62626036,36509959121.3535,80.0515
Australia,AUS,2003,2370.88055821,8.31845119,2696.32230032,46481113343.8037,80.4396
Australia,AUS,2004,2933.22886859,8.57432053,2918.11418559,58157128777.5592,80.7334
Australia,AUS,2005,3214.03087478,8.45389263,3031.4106774,64428462915.7539,81.0923
Australia,AUS,2006,3421.90797166,8.49118995,3235.02049338,69505794720.3824,81.2581
Australia,AUS,2007,4077.85232896,8.5306305,3413.33860868,84117937841.6844,81.2324
Australia,AUS,2008,4410.43770246,8.78349607,3554.9535395,92689758754.8941,81.4267
Australia,AUS,2009,4256.64084463,9.04605596,3782.28504921,91415618779.1736,81.7283
Australia,AUS,2010,5324.51741475,9.01527191,3857.73005222,116425897790.912,82.0132
Australia,AUS,2011,6368.42412403,9.19934655,4085.86302316,141200699678.076,82.0911
Australia,AUS,2012,6543.52388728,9.35738514,4151.81952634,147360157941.439,82.2966
Australia,AUS,2013,6258.4673609,9.36373848,4259.0966552,143149648443.795,82.5511
Australia,AUS,2014,6031.1074579,9.42230024,4357.26078332,140035276773.771,82.5182
Austria,AUT,1995,2867.56475911,9.54702427,2249.46831607,22777066881.6375,76.7753
Austria,AUT,1996,2811.46105314,9.52730055,2325.04866265,22359549755.6392,77.0256
Austria,AUT,1997,2563.91879728,9.8252159,2458.58249598,20419049301.5003,77.4279
Austria,AUT,1998,2675.56255775,9.99743397,2621.93125943,21326909147.8177,77.7823
Austria,AUT,1999,2709.57173208,10.18758732,2773.20651122,21627801565.4781,77.9554
Austria,AUT,2000,2415.78238586,10.06456722,2914.05843415,19331090651.6592,78.235
Austria,AUT,2001,2418.43634953,10.11903601,2947.74335955,19395859523.2565,78.7184
Austria,AUT,2002,2643.57683335,10.27003327,3136.01923869,21315160007.3013,78.8464
Austria,AUT,2003,3285.60049041,10.48033992,3295.58733612,26613363972.3378,78.8491
Austria,AUT,2004,3779.74711463,10.55988254,3482.55408563,30774701007.3184,79.3624
Austria,AUT,2005,3916.48423374,10.53141508,3552.92090518,32119087200.9153,79.5202
Austria,AUT,2006,4075.33464566,10.35154773,3795.1658391,33637812165.2804,79.9648
Austria,AUT,2007,4710.11058824,10.40127692,3967.36761796,39009135891.8177,80.1664
Austria,AUT,2008,5286.91522868,10.60392998,4233.74810115,43918404804.6289,80.3633
Austria,AUT,2009,5153.78854406,11.19443731,4394.75277765,42956827514.7565,80.2064
Austria,AUT,2010,5049.56233972,11.16524816,4530.80687063,42168895098.9676,80.4634
Austria,AUT,2011,5431.67400978,10.93557307,4676.91087143,45490269831.867,80.8281
Austria,AUT,2012,5239.51757942,11.16821981,4862.86902098,44053863807.7437,80.8407
Austria,AUT,2013,5478.24494959,11.1377909,4889.1460126,46296648068.9555,81.078
Austria,AUT,2014,5580.49394331,11.20547328,5038.8816446,47467681481.7796,81.39
Azerbaijan,AZE,1995,18.01915735,5.79187601,138.65410533,140023376.028096,61.9313
Azerbaijan,AZE,1996,24.7783912,6.12391391,149.65636378,194567039.11881,62.6603
Azerbaijan,AZE,1997,27.2665367,5.45197597,142.08662126,215999750.520637,62.9533
Azerbaijan,AZE,1998,30.26766499,5.43466004,156.28326228,241673109.408116,63.7498
Azerbaijan,AZE,1999,30.49546759,5.35714447,166.63949031,245427431.711165,64.7334
Azerbaijan,AZE,2000,30.29752578,4.67081301,163.67237014,245947497.555804,65.3772
Azerbaijan,AZE,2001,31.16934787,4.48244097,174.89404731,255453003.548456,66.0429
Azerbaijan,AZE,2002,33.61683581,4.46710558,193.69367686,278367537.006579,66.769
Azerbaijan,AZE,2003,57.03998429,6.56328804,319.26263074,477512281.89778,67.036
Azerbaijan,AZE,2004,81.25548578,7.92454395,431.6080699,687933644.270303,67.4882
Azerbaijan,AZE,2005,121.89057566,7.8639081,552.45940566,1043797511.78715,67.7103
Azerbaijan,AZE,2006,149.73086751,6.16806759,593.89306586,1296989287.48177,68.489
Azerbaijan,AZE,2007,192.38440974,5.09525293,622.53552419,1685933648.57076,68.6587
Azerbaijan,AZE,2008,241.55761229,4.37406647,596.4411546,2142305136.33923,69.355
Azerbaijan,AZE,2009,288.53611228,5.85024048,868.50075337,2591195093.89152,69.8743
Azerbaijan,AZE,2010,310.14890456,5.3336001,829.34077249,2822321845.55763,70.3088
Azerbaijan,AZE,2011,358.2574,5.00932503,784.52161049,3305824457.55195,70.5651
Azerbaijan,AZE,2012,399.49742884,5.36689762,873.87745701,3739885991.62424,71.0799
Azerbaijan,AZE,2013,432.418509,5.53755045,948.9511,4106893059.57935,71.4849
Azerbaijan,AZE,2014,471.41439556,6.0368632,1047.30059776,4539616446.67857,71.9304
Burundi,BDI,1995,8.6107346,4.3744822,32.54320045,53722631.4808978,44.5888
Burundi,BDI,1996,7.57429011,4.49703909,30.87109375,47971122.5704097,44.8069
Burundi,BDI,1997,7.65165177,4.11362695,27.88372234,49126642.0524676,45.7207
Burundi,BDI,1998,7.58235593,4.50070122,31.84791126,49375695.2228166,46.6781
Burundi,BDI,1999,6.57717627,4.39141864,30.70990998,43565288.4924565,47.6266
Burundi,BDI,2000,6.40394782,4.97839061,28.14571736,43335982.3743636,47.6166
Burundi,BDI,2001,6.26118861,4.96067407,28.51732101,43494724.118061,48.5094
Burundi,BDI,2002,5.94114971,5.15367588,30.48367392,42538144.7738913,49.9237
Burundi,BDI,2003,5.56420521,5.24840706,30.25593705,41181879.0576542,50.997
Burundi,BDI,2004,8.48420491,7.10205754,42.60212761,65002694.6348662,52.2171
Burundi,BDI,2005,13.85306615,9.83776739,59.34786042,109913177.510679,53.0529
Burundi,BDI,2006,17.80375176,11.49013252,72.70312899,146312478.225387,53.962
Burundi,BDI,2007,15.97060537,10.02676743,65.8684821,135982965.157476,54.8317
Burundi,BDI,2008,14.36007705,7.85946357,53.37726263,126681655.94717,55.5813
Burundi,BDI,2009,13.53159243,6.96418727,48.57511125,123648795.834514,56.4215
Burundi,BDI,2010,18.9457458,8.82066864,61.32775752,179247917.705412,57.0883
Burundi,BDI,2011,20.77401252,8.57801472,61.53007119,203380719.423665,57.8039
Burundi,BDI,2012,20.34701459,8.20755375,60.80011299,206004814.222244,58.5008
Burundi,BDI,2013,20.85880811,8.03161378,60.26275697,218307430.476842,59.1786
Burundi,BDI,2014,21.55325396,7.53556539,58.01861945,233138530.603398,59.7644
Belgium,BEL,1995,2137.80966865,7.61132513,1713.61625094,21656011943.4562,76.8403
Belgium,BEL,1996,2150.82765724,7.91027712,1808.7955606,21815844927.3874,77.1847
Belgium,BEL,1997,1907.11128333,7.76548243,1853.35628508,19395321751.4169,77.4025
Belgium,BEL,1998,1977.76610442,7.88649843,1923.79862863,20157392136.2255,77.4763
Belgium,BEL,1999,2012.6854154,8.07696011,2050.60945718,20555556147.4366,77.6479
Belgium,BEL,2000,1845.3381169,8.12059728,2249.1513156,18894416978.9425,77.7684
Belgium,BEL,2001,1878.36700105,8.29205205,2371.45817508,19277680531.8138,78.0824
Belgium,BEL,2002,2075.07377086,8.46176755,2548.32220498,21391935503.8321,78.1678
Belgium,BEL,2003,2800.31247421,9.30359795,2828.23305347,28997235670.4457,78.3203
Belgium,BEL,2004,3242.84230124,9.32102699,2914.18779372,33712588563.7225,78.9605
Belgium,BEL,2005,3339.71811566,9.24428757,2985.25359178,34883355718.052,79.0532
Belgium,BEL,2006,3489.80673468,9.17112797,3152.30847865,36681358588.2207,79.3894
Belgium,BEL,2007,4017.78879671,9.25207442,3310.3392845,42524276624.3635,79.5284
Belgium,BEL,2008,4565.94842521,9.59842645,3568.45399812,48700405903.2483,79.5793
Belgium,BEL,2009,4574.69481018,10.39434014,3837.04337538,49191693293.886,79.8489
Belgium,BEL,2010,4419.44425532,10.16564067,3906.65289211,47902356283.4003,80.04
Belgium,BEL,2011,4864.15444581,10.42349563,4166.2792242,53505698903.9584,80.3664
Belgium,BEL,2012,4587.91448978,10.53975001,4237.73149263,50898323349.5958,80.2604
Belgium,BEL,2013,4813.42112301,10.57290301,4264.18737901,53722593153.9368,80.4668
Belgium,BEL,2014,4884.06626139,10.5947509,4391.59514431,54716194326.3022,81.0802
Benin,BEN,1995,17.0096092,4.69268216,47.83495731,101813703.398861,55.3657
Benin,BEN,1996,17.53350942,4.58649677,48.13154517,108292529.8196,55.648
Benin,BEN,1997,15.37493441,4.31179803,47.24747459,97804585.6380647,55.9859
Benin,BEN,1998,16.44746883,4.38570981,49.07447204,107673239.560407,56.1545
Benin,BEN,1999,16.93669535,4.58684538,53.31409853,114161642.584733,56.3363
Benin,BEN,2000,14.72882077,4.33873071,52.4596597,102355966.290693,56.5945
Benin,BEN,2001,16.32549139,4.68672761,59.64439637,117133947.731319,56.6542
Benin,BEN,2002,16.18550806,4.27443185,55.8088816,120011398.787382,56.851
Benin,BEN,2003,21.48840554,4.63066141,61.96274667,164723262.082125,57.0924
Benin,BEN,2004,23.32444356,4.56185468,62.57837798,184794808.149574,57.3465
Benin,BEN,2005,25.21299773,4.73384847,66.76049374,206301874.552396,57.7384
Benin,BEN,2006,26.47099281,4.75046608,69.42651728,223513571.956481,57.9659
Benin,BEN,2007,28.77488754,4.54583981,69.19661012,250561275.422154,58.2488
Benin,BEN,2008,31.01526554,4.19564004,66.35790844,278316260.684258,58.099
Benin,BEN,2009,31.80955051,4.46430984,70.92418657,293951483.698269,58.258
Benin,BEN,2010,34.14297248,4.94824039,79.34247826,324692771.359393,58.3873
Benin,BEN,2011,40.01989767,5.36875255,88.22889863,391370227.134573,58.4618
Benin,BEN,2012,36.45471795,4.85686602,83.3296218,366362332.801928,58.5585
Benin,BEN,2013,36.95635544,4.59205377,82.24058643,381472074.766619,58.8634
Benin,BEN,2014,37.88944806,4.59429651,85.60836075,401570633.256419,59.0082
Burkina Faso,BFA,1995,11.5762722,4.90774616,31.09321985,116803151.06632,49.5545
Burkina Faso,BFA,1996,12.80749384,5.13518327,35.77392433,132849687.383207,49.6934
Burkina Faso,BFA,1997,11.77137145,5.12841993,37.57249975,125550869.965987,49.5597
Burkina Faso,BFA,1998,13.45372607,5.26031651,40.64801576,147575172.469684,50.1629
Burkina Faso,BFA,1999,13.92533426,5.26786301,42.68722869,157119769.297077,50.4632
Burkina Faso,BFA,2000,11.47632692,5.05909906,41.95065904,133216560.172428,50.8081
Burkina Faso,BFA,2001,11.51191743,4.85203751,42.94740345,137495348.643245,51.1884
Burkina Faso,BFA,2002,13.72644432,5.26139343,47.61087507,168711507.529282,51.4475
Burkina Faso,BFA,2003,18.64181617,5.60978869,54.18894418,235848726.87483,51.9586
Burkina Faso,BFA,2004,23.95926192,6.45328338,64.98683798,312142198.655983,52.5999
Burkina Faso,BFA,2005,27.97832335,6.87238586,75.3896944,375523069.593764,53.271
Burkina Faso,BFA,2006,27.65285018,6.57889926,76.27144834,382554921.633654,53.7837
Burkina Faso,BFA,2007,31.47041295,6.62938957,81.26638036,448894033.305761,54.3768
Burkina Faso,BFA,2008,38.51408641,6.76855996,88.02503815,566504120.703104,55.1985
Burkina Faso,BFA,2009,40.86637373,7.40543097,96.90349801,619773539.235069,55.7909
Burkina Faso,BFA,2010,41.18892323,7.17005016,99.9191233,643867966.431763,56.343
Burkina Faso,BFA,2011,34.41863315,5.16945672,76.01352537,554375795.801387,57.0011
Burkina Faso,BFA,2012,35.8513692,5.32688534,82.40361559,594803362.271806,57.4574
Burkina Faso,BFA,2013,42.2125761,5.91240213,96.72003406,721183035.787771,57.9033
Burkina Faso,BFA,2014,35.19599866,4.96026323,82.30537688,619069389.200191,58.3315
Bangladesh,BGD,1995,10.30063773,3.22157662,33.84762153,1219881535.72729,58.2442
Bangladesh,BGD,1996,11.13232975,2.96373618,32.4400828,1346868559.80267,58.9395
Bangladesh,BGD,1997,8.54668435,2.25028592,25.62927799,1056148886.03498,59.6713
Bangladesh,BGD,1998,8.63466988,2.25182094,26.70631957,1089432697.60718,60.4291
Bangladesh,BGD,1999,8.94507051,2.29318008,28.32415664,1151644489.52455,61.2444
Bangladesh,BGD,2000,9.12687459,2.32679549,30.35170574,1198182841.12259,62.0487
Bangladesh,BGD,2001,9.63872102,2.46995061,33.98057033,1289430160.27974,62.8358
Bangladesh,BGD,2002,10.33343179,2.59288743,36.93081276,1407707457.68075,63.5914
Bangladesh,BGD,2003,10.84788936,2.51003846,37.53835868,1503519352.62919,64.2877
Bangladesh,BGD,2004,11.96017109,2.61548602,41.62295918,1684515778.10805,64.9118
Bangladesh,BGD,2005,12.43576137,2.67725039,46.16724735,1777443111.73158,65.5087
Bangladesh,BGD,2006,13.50854518,2.79623022,52.31747093,1956567389.69792,66.0479
Bangladesh,BGD,2007,15.2414902,2.79895606,56.86858763,2234291001.66828,66.4578
Bangladesh,BGD,2008,17.59674697,2.84653391,61.8161763,2608761255.42145,67.0471
Bangladesh,BGD,2009,19.82214837,2.90958368,66.13961412,2971455722.29914,67.5269
Bangladesh,BGD,2010,23.13738001,3.06355993,73.57809255,3508014985.06374,68.0091
Bangladesh,BGD,2011,25.40782617,3.155874,81.40056421,3897703123.15551,68.4988
Bangladesh,BGD,2012,25.58110909,3.08120807,85.14951446,3971656153.32339,68.9894
Bangladesh,BGD,2013,28.15857423,2.88285726,84.68115871,4425328145.45562,69.4874
Bangladesh,BGD,2014,30.83346991,2.81899856,88.07585743,4904911710.00634,70.0162
Bulgaria,BGR,1995,81.37640068,4.75327488,290.272253,685758928.571429,70.962
Bulgaria,BGR,1996,55.9550585,4.57258827,240.96045347,469127210.496292,70.8357
Bulgaria,BGR,1997,64.20099303,4.74160776,255.61078251,535436281.85907,70.3137
Bulgaria,BGR,1998,82.65661329,4.66878135,284.97153422,684644727.852425,70.8733
Bulgaria,BGR,1999,96.15913071,5.85566877,337.60142179,791389645.776567,71.5607
Bulgaria,BGR,2000,97.88239442,6.06955519,384.24339794,801656810.332592,71.5746
Bulgaria,BGR,2001,126.03257931,7.23446648,490.84303627,1027039488.80614,71.8788
Bulgaria,BGR,2002,155.17154674,7.40609292,574.77429899,1220889729.78218,72.128
Bulgaria,BGR,2003,201.88088789,7.43475437,624.95329988,1575680329.94777,72.3727
Bulgaria,BGR,2004,239.47108584,7.08595529,651.96341344,1854703559.82933,72.5754
Bulgaria,BGR,2005,274.97337317,7.07978092,721.59620038,2113995292.9203,72.5591
Bulgaria,BGR,2006,300.386581,6.6734753,770.98797374,2291649226.42357,72.6899
Bulgaria,BGR,2007,379.48450348,6.41034419,850.88680704,2873456660.36017,73.008
Bulgaria,BGR,2008,483.39472307,6.61156197,984.08222324,3634161528.04933,73.3385
Bulgaria,BGR,2009,471.57466704,6.77819389,1005.25147922,3521248038.79618,73.6808
Bulgaria,BGR,2010,488.21206822,7.24456053,1088.29716005,3623021758.28645,73.814
Bulgaria,BGR,2011,532.50468494,6.88297734,1070.93941677,3924027023.30249,74.1693
Bulgaria,BGR,2012,519.48224259,7.10569778,1131.18278924,3806246391.44715,74.3373
Bulgaria,BGR,2013,606.02521341,7.93021922,1270.50973215,4414287654.48866,74.8277
Bulgaria,BGR,2014,661.84652732,8.44291326,1398.87848798,4795078090.40212,74.4664
Bahrain,BHR,1995,495.1691674,4.11287292,1504.59152707,279141714.749119,73.3613
Bahrain,BHR,1996,491.51576395,4.03746857,1517.7692057,285007873.29871,73.6103
Bahrain,BHR,1997,532.05210217,4.34798137,1655.63691853,318078836.444557,73.8717
