Country Name,Country Code,Year,health_exp_per_capita,health_exp_percent,health_exp_ppp_per_capita,health_exp_total,Life Expectancy
Denmark,DNK,2012,6203.77410189,10.9838191,4688.67364942,34617059488.5387,80.0822
Denmark,DNK,2013,6637.65553157,11.24700751,4858.19955402,37184146287.8478,80.3063
Denmark,DNK,2014,6463.24321801,10.80495696,4782.05951391,36368669587.7298,80.6319
Dominican Republic,DOM,1995,102.45561893,5.2103532,237.60964369,808622775.97953,69.3937
Dominican Republic,DOM,1996,106.02215328,5.01460052,245.21625241,851263955.225865,69.5951
Dominican Republic,DOM,1997,124.17457287,5.26953146,278.4125132,1013695897.06071,69.8089
Dominican Republic,DOM,1998,133.70768367,5.44041106,305.94947308,1109289084.09102,69.8754
Dominican Republic,DOM,1999,144.06574339,5.66399715,339.68004655,1214346862.66477,70.1781
Dominican Republic,DOM,2000,163.05457265,5.90216851,376.53224159,1396174834.02698,70.3647
Dominican Republic,DOM,2001,157.66601046,5.59412454,365.87009161,1371241316.51991,70.5531
Dominican Republic,DOM,2002,163.27753813,5.78862837,400.43008615,1442113914.15906,70.7193
Dominican Republic,DOM,2003,123.69581188,5.53403296,383.57925763,1109274230.26073,70.8562
Dominican Republic,DOM,2004,101.54194018,4.28073586,304.27949858,924335976.839821,70.7303
Dominican Republic,DOM,2005,154.22558011,4.26151651,336.64438475,1424668820.95162,71.0435
Dominican Republic,DOM,2006,165.86643201,4.34435286,385.89104191,1554389567.91969,71.0542
Dominican Republic,DOM,2007,199.64652489,4.34354051,423.64115074,1897507653.82907,71.0973
Dominican Republic,DOM,2008,206.94732321,4.19632994,424.52786422,1994246017.61665,71.3307
Dominican Republic,DOM,2009,216.25442839,4.41085261,447.72871902,2112316381.62638,71.5866
Dominican Republic,DOM,2010,217.70644418,4.06246968,446.10696774,2154854683.44004,72.0393
Dominican Republic,DOM,2011,244.14572173,4.21893383,479.92989722,2448083332.23601,72.4958
Dominican Republic,DOM,2012,253.79529697,4.26412797,500.38073194,2577300377.32553,72.8165
Dominican Republic,DOM,2013,245.17786209,4.11902833,507.67586568,2520773632.72271,73.0383
Dominican Republic,DOM,2014,268.9943173,4.37577756,580.32840812,2799139533.16688,73.1449
Algeria,DZA,1995,53.87082951,3.70152453,252.76942406,1557098617.34799,67.6914
Algeria,DZA,1996,53.4514481,3.34906968,236.52961023,1572105385.801,68.2186
Algeria,DZA,1997,57.94416343,3.59465773,256.90335228,1731818758.5168,68.8594
Algeria,DZA,1998,57.08920215,3.59408178,268.85153941,1731908275.04665,69.3271
Algeria,DZA,1999,54.28883852,3.43391495,265.38824248,1670280319.15672,70.0881
Algeria,DZA,2000,61.30289682,3.48902094,278.0811557,1911648568.8886,70.5759
Algeria,DZA,2001,66.508593,3.83786516,323.07174002,2101027735.50782,71.0245
Algeria,DZA,2002,66.18230218,3.73006375,332.46065159,2117197459.24076,71.6437
Algeria,DZA,2003,75.43769203,3.60102674,346.54772529,2443795433.53899,71.9064
Algeria,DZA,2004,92.1539956,3.54406326,360.8093318,3024238408.16743,72.5359
Algeria,DZA,2005,100.35610741,3.23516801,355.14001347,3338635641.19641,72.836
Algeria,DZA,2006,116.33972015,3.35511843,380.56748693,3926387374.89242,73.1164
Algeria,DZA,2007,150.54703923,3.82141191,453.2422424,5158038292.14708,73.346
Algeria,DZA,2008,206.40840341,4.20191141,510.13441542,7185295109.25762,73.6181
Algeria,DZA,2009,207.72120828,5.35942501,654.9774122,7353702593.9659,73.8711
Algeria,DZA,2010,228.91595202,5.11715468,644.2558833,8249251644.51335,74.1435
Algeria,DZA,2011,286.968847,5.29292834,686.21865915,10536673035.231,74.3834
Algeria,DZA,2012,335.26909118,6.14311272,821.33888535,12552282664.4707,74.6086
Algeria,DZA,2013,345.65370409,7.12438268,858.86035635,13199179007.8074,74.8095
Algeria,DZA,2014,361.7291743,7.20717804,932.10028378,14083684489.7681,74.9923
Ecuador,ECU,1995,72.54614642,3.39863636,191.45106056,829969701.58,71.3485
Ecuador,ECU,1996,80.73372946,3.7410135,213.76240478,943250913.45,71.8201
Ecuador,ECU,1997,87.73836634,3.71706789,220.81435893,1046279228.92,72.007
Ecuador,ECU,1998,82.2754366,3.57834839,217.54169903,1000789113.62,71.9493
Ecuador,ECU,1999,60.32354553,3.80909529,219.72901825,747933001.06,71.9198
Ecuador,ECU,2000,49.00947091,3.3786467,197.84120623,618920808.27,72.0896
Ecuador,ECU,2001,73.44541612,3.85795035,236.14250855,943975792.32,72.5709
Ecuador,ECU,2002,100.79592805,4.61526692,293.5757755,1317610016.0,73.1643
Ecuador,ECU,2003,157.74741151,6.46381498,423.72719866,2096400000.0,73.632
Ecuador,ECU,2004,168.39893917,6.21729056,445.77807298,2275009886.52,73.8676
Ecuador,ECU,2005,177.47724343,5.87295184,450.12004639,2437691113.26,73.9092
Ecuador,ECU,2006,196.26289333,5.85722282,475.04887316,2741300000.0,74.0104
Ecuador,ECU,2007,213.17830958,5.93693781,496.6919434,3028300000.0,74.2259
Ecuador,ECU,2008,241.97444558,5.66029931,504.92571703,3495950000.0,74.7085
Ecuador,ECU,2009,237.24738658,5.57500385,495.57281303,3485474902.89,74.9011
Ecuador,ECU,2010,274.8808741,5.9021487,540.82320613,4105261191.41,75.1876
Ecuador,ECU,2011,308.97154302,5.9151677,587.19588864,4689347620.39,75.1794
Ecuador,ECU,2012,368.19868202,6.47936086,678.10835017,5677437000.0,75.4857
Ecuador,ECU,2013,439.56215163,7.28688971,797.40474946,6884120000.0,75.8322
Ecuador,ECU,2014,579.19244452,9.16108824,1039.75658557,9210848792.98,76.1409
"Egypt, Arab Rep.",EGY,1995,37.24760709,3.53650574,181.00787946,2325536730.3737,65.2143
"Egypt, Arab Rep.",EGY,1996,45.31963227,3.8968055,209.32875129,2882130520.56565,65.7334
"Egypt, Arab Rep.",EGY,1997,58.07362558,4.6100914,248.10334312,3760532420.27515,66.2066
"Egypt, Arab Rep.",EGY,1998,65.12627474,4.92653751,270.65642524,4293295052.27776,66.6355
"Egypt, Arab Rep.",EGY,1999,71.99613871,5.2573956,301.8099862,4831868001.92933,67.0104
"Egypt, Arab Rep.",EGY,2000,77.72252205,5.55075125,324.74736687,5311161160.59045,67.3323
"Egypt, Arab Rep.",EGY,2001,74.95902799,5.75054527,359.83611087,5217144225.41978,67.6118
"Egypt, Arab Rep.",EGY,2002,72.84004589,5.96959135,389.68226137,5164993690.32598,67.8456
"Egypt, Arab Rep.",EGY,2003,55.49039108,5.41204355,368.71756689,4009049021.63948,68.0451
"Egypt, Arab Rep.",EGY,2004,56.06795155,5.21090557,363.03021008,4126380775.26076,68.211
"Egypt, Arab Rep.",EGY,2005,63.80857754,5.06260429,374.45213214,4781949755.6461,68.3552
"Egypt, Arab Rep.",EGY,2006,74.01172409,5.23956984,413.68671245,5645191336.22644,68.4929
"Egypt, Arab Rep.",EGY,2007,84.30810186,4.95043355,422.33595373,6542757813.95652,68.6266
"Egypt, Arab Rep.",EGY,2008,100.60325668,4.81986313,441.45361796,7945255073.33789,68.7613
"Egypt, Arab Rep.",EGY,2009,117.04777787,5.0088987,475.10315894,9415609199.91556,68.915
"Egypt, Arab Rep.",EGY,2010,125.50239757,4.79725822,474.81048105,10296341446.1388,69.0782
"Egypt, Arab Rep.",EGY,2011,139.00244005,5.03966667,507.54714318,11646685572.3162,69.2322
"Egypt, Arab Rep.",EGY,2012,160.76476572,5.29360162,542.45978488,13771254841.1946,69.4643
"Egypt, Arab Rep.",EGY,2013,159.11056812,5.46252124,567.16992413,13940298836.4383,69.6317
"Egypt, Arab Rep.",EGY,2014,177.76836063,5.64211505,594.11025159,15924431081.6417,69.9112
Eritrea,ERI,1995,8.58015739,4.52377069,51.09138134,27148433.1033797,54.8222
Eritrea,ERI,1996,7.82086576,3.61207708,44.83989001,25047089.0359988,55.4979
Eritrea,ERI,1997,9.3089478,4.19876947,56.19006703,30352866.9081489,56.1551
Eritrea,ERI,1998,10.01754279,4.4842092,60.31917186,33430814.2879107,49.9968
Eritrea,ERI,1999,10.05471968,5.00556026,66.52910658,34484229.6832896,44.5061
Eritrea,ERI,2000,8.86090326,4.43459367,56.64506248,31324675.3246753,56.2852
Eritrea,ERI,2001,8.1284852,3.94880121,54.2664003,29709662.1673111,58.3587
Eritrea,ERI,2002,7.74379278,4.022588,55.77824595,29337606.7458493,58.9406
Eritrea,ERI,2003,7.75890298,3.50246439,46.50221267,30480136.5349285,59.4551
Eritrea,ERI,2004,8.57337444,3.14235447,42.02964394,34850407.0177222,60.0625
Eritrea,ERI,2005,7.77815813,2.96792167,40.76206719,32600384.1668313,60.6276
Eritrea,ERI,2006,9.28247988,3.29897088,45.03224304,39955877.7125203,61.4567
Eritrea,ERI,2007,9.84547663,3.29157461,45.70368588,43382113.8211382,61.998
Eritrea,ERI,2008,11.31124213,3.68846683,46.12307138,50907806.1372358,62.422
Eritrea,ERI,2009,13.34631705,3.30193937,42.341886,61306961.3268293,63.2029
Eritrea,ERI,2010,14.62766471,3.24031896,42.10113652,68598832.6061789,63.6653
Eritrea,ERI,2011,16.66539605,3.06088999,43.19398287,79820047.6201626,64.2314
Eritrea,ERI,2012,18.81139232,2.97641275,44.79592593,92029714.2809756,64.6965
Eritrea,ERI,2013,20.75363693,3.0122195,45.62915665,103743778.392846,65.005
Eritrea,ERI,2014,25.20042878,3.33829318,51.0405941,128785380.073496,65.5166
Spain,ESP,1995,1129.19450562,7.44459252,1192.67691395,44425899434.7141,78.2002
Spain,ESP,1996,1178.1437706,7.46292642,1248.8621397,46454208874.7126,78.3389
Spain,ESP,1997,1062.57186639,7.33387575,1298.84155697,41998153019.2126,78.8504
Spain,ESP,1998,1109.46131929,7.3192794,1384.85365204,43977937235.497,78.9395
Spain,ESP,1999,1135.73668125,7.31629197,1454.97380025,45204591387.2071,78.9437
Spain,ESP,2000,1045.48200839,7.21475551,1546.57184721,41870508954.0309,79.4123
Spain,ESP,2001,1089.29711511,7.24157367,1646.34428037,44090390031.0651,79.7387
Spain,ESP,2002,1212.66269185,7.25041069,1756.90815312,49761613559.9084,79.8177
Spain,ESP,2003,1687.89690064,7.98814212,1989.41405653,70599663663.0235,79.7482
Spain,ESP,2004,1975.37570291,8.04569615,2096.28023195,84046310031.6139,80.3283
Spain,ESP,2005,2120.50497277,8.11898424,2229.20112105,91809383300.9998,80.3196
Spain,ESP,2006,2312.7949718,8.23258934,2507.58105447,101783793913.905,80.9627
Spain,ESP,2007,2690.00050394,8.35762244,2698.14336926,120468982568.564,80.9696
Spain,ESP,2008,3072.17457317,8.80496468,2912.39038663,140300068407.368,81.2782
Spain,ESP,2009,2994.72793981,9.52140118,3038.78717482,138473225209.104,81.627
Spain,ESP,2010,2846.71003853,9.55574089,2996.24343748,132332162851.221,82.0063
Spain,ESP,2011,2954.25070357,9.47835693,3018.82756624,137866017583.335,82.1804
Spain,ESP,2012,2651.38039793,9.38884953,2997.55166588,124132327470.121,82.1905
Spain,ESP,2013,2643.95007588,9.09572402,2928.12848315,123543855195.833,82.6943
Spain,ESP,2014,2658.27042388,9.02988651,2965.81832471,123641473955.37,82.8283
Estonia,EST,1995,164.79722929,6.31814012,396.93215947,238626388.016976,67.8143
Estonia,EST,1996,218.11690313,6.57390761,453.3089541,310816586.958646,70.0314
Estonia,EST,1997,222.44294003,6.1883056,492.20213754,312532330.742778,70.2438
Estonia,EST,1998,223.10452453,5.55535904,467.4076785,310784602.665768,69.8404
Estonia,EST,1999,242.57380721,5.85598582,512.60874777,334509280.14257,70.6807
Estonia,EST,2000,214.37603713,5.2816118,511.03770093,300340828.014979,71.0142
Estonia,EST,2001,217.70622304,4.85382046,510.30228129,303047062.47831,70.8336
Estonia,EST,2002,256.66176225,4.8440834,570.7947863,354963217.188576,71.3637
Estonia,EST,2003,352.39590119,4.91867721,650.13938011,484544364.141878,71.923
Estonia,EST,2004,452.33266711,5.13198242,749.68048577,617886423.267516,72.3751
Estonia,EST,2005,514.22143996,5.01934025,823.8641548,698312715.465113,73.0276
Estonia,EST,2006,624.61811702,5.01483256,957.16169373,843234457.982335,73.1995
Estonia,EST,2007,845.46719735,5.15908483,1113.43344617,1134616978.8474,73.1534
Estonia,EST,2008,1075.40513902,6.05608547,1339.32423811,1438892076.01307,74.2787
Estonia,EST,2009,1008.52217679,6.93238582,1383.63325647,1346377106.01016,75.1519
Estonia,EST,2010,902.6732824,6.24878186,1300.06840081,1203263485.43319,75.8816
Estonia,EST,2011,988.0989429,5.8320426,1356.0576791,1313183495.1197,76.3462
Estonia,EST,2012,1077.54862308,6.36428657,1555.76599292,1427751925.58011,76.4159
Estonia,EST,2013,1213.55619426,6.48178731,1660.09306244,1601894176.42084,77.252
Estonia,EST,2014,1248.27963176,6.37929421,1668.31346668,1641487715.75685,77.1104
Ethiopia,ETH,1995,4.01984268,2.95660882,12.40728922,230084643.975018,48.1562
Ethiopia,ETH,1996,4.20077323,2.9185687,13.58443697,248166618.658071,48.6974
Ethiopia,ETH,1997,4.37286279,3.200776,15.16155002,266277888.432369,49.21
Ethiopia,ETH,1998,4.50325999,3.73468837,16.76469257,282388387.233469,49.7854
Ethiopia,ETH,1999,4.4630391,3.95586855,18.41877691,288089892.602307,49.4857
Ethiopia,ETH,2000,5.36828664,4.36421528,21.41641274,356688306.42658,50.8802
Ethiopia,ETH,2001,5.05148399,4.26258377,22.50991904,345486790.895372,51.4276
Ethiopia,ETH,2002,5.25939701,4.72945755,25.01220334,370215109.22171,52.0851
Ethiopia,ETH,2003,5.50649733,4.63536942,23.77366821,398848211.463767,52.8773
Ethiopia,ETH,2004,5.74732909,4.23459837,24.6384633,428216099.054029,53.7349
Ethiopia,ETH,2005,6.78994895,4.20170809,27.44203037,520167335.293236,54.364
Ethiopia,ETH,2006,8.65132225,4.46674967,32.42684174,681167696.862923,55.4017
Ethiopia,ETH,2007,11.20782555,4.69032041,37.92213038,906623065.74917,56.5665
Ethiopia,ETH,2008,13.42946544,4.28069284,38.0668298,1115714724.20226,57.7325
Ethiopia,ETH,2009,14.83285372,4.40929621,41.86599854,1265273556.43792,58.715
Ethiopia,ETH,2010,20.98433993,6.86140983,72.30531157,1837426869.509,59.7094
Ethiopia,ETH,2011,22.20933287,6.54770287,76.29493633,1995701691.14197,60.5947
Ethiopia,ETH,2012,26.41542192,5.76934846,72.46903911,2435269736.19426,61.4426
Ethiopia,ETH,2013,25.0417972,5.19220468,71.30421924,2367911624.85601,62.1613
Ethiopia,ETH,2014,26.64777614,4.88431325,72.96435215,2583734585.11616,62.9272
Finland,FIN,1995,2014.08400933,7.84986061,1480.08882908,10267800279.5644,76.6037
Finland,FIN,1996,2014.74582091,8.03312617,1550.46608208,10307439619.787,76.8695
Finland,FIN,1997,1848.76771607,7.71484885,1617.52676183,9487875918.87475,77.0641
Finland,FIN,1998,1853.03395854,7.35005359,1659.80548729,9537565784.62369,77.2592
Finland,FIN,1999,1862.52721996,7.37327066,1743.26398065,9608777927.76044,77.4507
Finland,FIN,2000,1700.31972826,7.21904777,1855.92763451,8792353314.8365,77.6713
Finland,FIN,2001,1786.26444392,7.42501005,1974.28142342,9254636083.95938,78.1423
Finland,FIN,2002,2032.22834638,7.80782855,2152.33183074,10555394031.123,78.27
Finland,FIN,2003,2571.71159143,8.15119542,2258.10453799,13388330545.0092,78.5334
Finland,FIN,2004,2973.99924526,8.20952406,2456.82624375,15521302061.0046,78.8458
Finland,FIN,2005,3151.84064292,8.42946509,2593.50706668,16503037606.3274,78.9711
Finland,FIN,2006,3316.63475768,8.38132513,2784.69204552,17428915651.587,79.373
Finland,FIN,2007,3775.57932798,8.09335361,2932.89555683,19919956534.4279,79.3911
Finland,FIN,2008,4287.01742797,8.35417138,3189.34953303,22721192368.2572,79.695
Finland,FIN,2009,4136.65690298,9.20360107,3297.29770023,22031834665.2743,79.831
Finland,FIN,2010,4001.32569162,9.0454216,3316.64056492,21411093775.8677,80.0116
Finland,FIN,2011,4398.94233066,9.01149493,3486.13666951,23644315027.2719,80.3916
Finland,FIN,2012,4254.75866481,9.29823712,3608.12012046,22979951548.6454,80.5076
Finland,FIN,2013,4518.96928241,9.54669008,3653.76711943,24519927326.367,80.869
Finland,FIN,2014,4612.29045597,9.67990894,3701.14112734,25141595275.4816,81.0546
Fiji,FJI,1995,79.10781019,3.11363329,137.8804669,61347948.5905379,66.007
Fiji,FJI,1996,88.81849817,3.27231193,152.86477419,69676246.63022,66.2018
Fiji,FJI,1997,93.27957818,3.53182738,162.38529438,73957553.0792581,66.2927
Fiji,FJI,1998,65.92817332,3.18470345,148.5419239,52763240.1045322,66.5364
Fiji,FJI,1999,75.72505811,3.14455216,160.77657548,61071805.0136447,66.728
Fiji,FJI,2000,80.31479696,3.86874867,197.70633721,65153210.5289832,66.1937
Fiji,FJI,2001,66.90517405,3.28148396,174.3041531,54475196.2949008,66.2047
Fiji,FJI,2002,78.65789789,3.48156111,193.42869723,64160539.3894199,65.4923
Fiji,FJI,2003,95.08163275,3.35233567,191.64305402,77646133.4278568,65.6531
Fiji,FJI,2004,120.24649697,3.60774412,222.67517491,98404322.0301391,65.8405
Fiji,FJI,2005,131.99677859,3.60776119,230.47418154,108477592.578063,65.9826
Fiji,FJI,2006,143.85430401,3.83604195,255.53343104,119023612.600836,66.1258
Fiji,FJI,2007,152.5712481,3.74015968,251.37151102,127355645.354519,66.1612
Fiji,FJI,2008,153.70515429,3.67865292,252.13062485,129605108.326349,66.3199
Fiji,FJI,2009,143.4860915,4.25794871,287.03170253,122229200.991612,66.3466
Fiji,FJI,2010,154.40033533,4.22789631,294.21371269,132776877.172376,66.7782
Fiji,FJI,2011,170.51212304,4.05573589,293.33712994,147889768.141075,66.8803
Fiji,FJI,2012,183.37510903,4.16378175,309.72987717,160298818.555091,65.8121
Fiji,FJI,2013,186.64025801,4.26284098,330.5986757,164334320.856519,66.5446
Fiji,FJI,2014,204.01121166,4.48749874,364.05091816,180845738.573559,66.5808
France,FRA,1995,2744.52266856,10.11255569,2102.33687667,162791362085.896,77.8715
France,FRA,1996,2741.65885492,10.10873665,2162.51616018,163189018362.787,78.0613
France,FRA,1997,2439.58829018,9.97504961,2227.025727,145706850219.415,78.4246
France,FRA,1998,2486.67542158,9.86474371,2311.40352796,149036404717.168,78.5879
France,FRA,1999,2458.13372851,9.85689755,2403.72746282,147876408839.72,78.7457
France,FRA,2000,2209.24373002,9.77454768,2554.75461798,133758661634.04,79.0438
France,FRA,2001,2241.05623471,9.88690294,2727.90838056,136657368136.567,79.2208
France,FRA,2002,2496.52207757,10.22030799,2931.23463618,153346372092.907,79.4109
France,FRA,2003,3115.23632447,10.42832417,2947.41952613,192720979976.83,79.419
France,FRA,2004,3592.4217979,10.53472683,3079.13523266,223779138634.813,80.3363
France,FRA,2005,3721.11160896,10.59988615,3240.66942948,233581617917.724,80.3367
France,FRA,2006,3871.53094659,10.52922033,3420.67411107,244793030221.93,80.7449
France,FRA,2007,4371.96682174,10.44898821,3577.35634733,278253828369.706,80.9602
France,FRA,2008,4827.87566626,10.5698701,3735.80177306,309017837770.535,81.0392
France,FRA,2009,4722.0138303,11.28059369,3948.40228973,303861589979.826,81.1635
France,FRA,2010,4583.68860701,11.19721933,4039.00624517,296372137952.043,81.4047
France,FRA,2011,4993.71731121,11.33488998,4254.53310822,324481763447.557,81.781
France,FRA,2012,4698.92062503,11.43898967,4285.43859289,306726742719.586,81.739
France,FRA,2013,4955.35152387,11.56028303,4369.9330592,324872845904.687,81.9786
France,FRA,2014,4958.98922627,11.53951975,4508.13456593,326475055711.228,82.4366
"Micronesia, Fed. Sts.",FSM,1995,189.00374081,9.15697583,212.53250453,20328486.35,64.1421
"Micronesia, Fed. Sts.",FSM,1996,174.33738711,8.62468548,196.28715062,18888061.19,64.2534
"Micronesia, Fed. Sts.",FSM,1997,148.43126851,7.7805233,168.88766922,16105683.22,64.3714
"Micronesia, Fed. Sts.",FSM,1998,141.22088402,6.94781073,157.52417103,15285183.6,64.5091
"Micronesia, Fed. Sts.",FSM,1999,155.35093073,7.57831364,177.55191169,16748073.14,64.6261
"Micronesia, Fed. Sts.",FSM,2000,170.94323211,7.88173023,197.67924755,18364431.43,64.3173
"Micronesia, Fed. Sts.",FSM,2001,192.22190993,8.5835092,224.7464918,20600422.09,64.8013
"Micronesia, Fed. Sts.",FSM,2002,180.6555139,8.01953064,214.41989533,19327068.84,63.9075
"Micronesia, Fed. Sts.",FSM,2003,222.26805982,9.69052452,270.12757531,23741785.08,64.9148
"Micronesia, Fed. Sts.",FSM,2004,238.52091099,10.63613644,294.75684054,25420366.09,64.8985
"Micronesia, Fed. Sts.",FSM,2005,285.12778018,12.112,356.25643254,30280000.0,64.9065
"Micronesia, Fed. Sts.",FSM,2006,285.4655564,11.92411067,362.47228152,30168000.0,64.8588
"Micronesia, Fed. Sts.",FSM,2007,292.11077274,11.99023438,368.71248826,30695000.0,64.8437
"Micronesia, Fed. Sts.",FSM,2008,323.33065319,12.94214559,397.01979392,33779000.0,64.8489
"Micronesia, Fed. Sts.",FSM,2009,358.12229026,13.44070448,421.27461088,37230751.42,64.8652
"Micronesia, Fed. Sts.",FSM,2010,392.41364287,13.83044533,452.02576051,40661509.26,64.8919
"Micronesia, Fed. Sts.",FSM,2011,410.81140555,13.75699709,467.20599053,42509121.0,64.9685
"Micronesia, Fed. Sts.",FSM,2012,402.07926873,12.76737349,444.7506964,41621637.58,65.0802
"Micronesia, Fed. Sts.",FSM,2013,406.49068233,13.38425416,451.81190266,42160400.59,65.1786
"Micronesia, Fed. Sts.",FSM,2014,414.98578282,13.70691454,472.64895538,43176780.79,65.294
Gabon,GAB,1995,158.97567797,3.48304784,498.49849548,172718966.357818,61.2696
Gabon,GAB,1996,173.48296373,3.39675368,499.88667108,193412513.120519,61.2648
Gabon,GAB,1997,140.00262037,3.00630403,463.77417405,160140317.280998,61.3955
Gabon,GAB,1998,162.1804824,4.2435531,667.67134397,190256194.42574,61.506
Gabon,GAB,1999,136.51971085,3.52033514,499.64617622,164152938.557455,61.658
Gabon,GAB,2000,118.89168861,2.88920101,401.76718251,146420821.330008,61.8098
Gabon,GAB,2001,128.61198297,3.2299484,458.42645881,162107044.75146,61.9818
Gabon,GAB,2002,132.58224114,3.21867604,452.36357859,170923964.614027,62.1752
Gabon,GAB,2003,171.49215857,3.47902086,498.73033772,226042613.766647,62.4627
Gabon,GAB,2004,187.36433245,3.25513645,472.22885122,252477934.71388,62.6944
Gabon,GAB,2005,189.15361319,2.75520343,419.24412257,260611497.716646,62.978
Gabon,GAB,2006,207.70599775,2.88201626,425.95637411,292641134.355706,63.2589
Gabon,GAB,2007,246.75179269,2.8583196,451.57857287,355545151.593353,63.6186
Gabon,GAB,2008,266.85732156,2.535878,387.29100119,393278575.934519,64.0109
Gabon,GAB,2009,276.34582289,3.42794074,509.55117821,416571431.103625,64.3612
Gabon,GAB,2010,319.73593759,3.4057095,538.24044945,493012352.668756,64.7148
Gabon,GAB,2011,352.99717087,3.12257014,523.54050461,556781731.62108,65.1016
Gabon,GAB,2012,343.24197596,3.13156309,556.46077173,553817152.546798,65.4384
Gabon,GAB,2013,380.25873312,3.98331084,671.05866982,685331949.002588,65.7506
Gabon,GAB,2014,321.33009074,3.43747162,599.26416402,592222849.861685,66.0698
United Kingdom,GBR,1995,1364.12318162,6.69419941,1349.74957198,79041389512.4673,76.614
United Kingdom,GBR,1996,1436.86932937,6.7213642,1435.6061148,83473486820.1429,76.8719
United Kingdom,GBR,1997,1542.68363069,6.49146782,1483.33206541,89844351967.9087,77.1389
United Kingdom,GBR,1998,1660.74458725,6.56273213,1553.69137871,96977519427.9121,77.2745
United Kingdom,GBR,1999,1769.17749767,6.82592898,1675.41960758,103636648636.232,77.3728
United Kingdom,GBR,2000,1763.46127917,6.9408116,1833.52820639,103665071295.87,77.8491
United Kingdom,GBR,2001,1840.43894415,7.31085769,2041.09117472,108584057265.837,78.1208
United Kingdom,GBR,2002,2070.69322445,7.56801541,2201.32993623,122665795923.276,78.237
United Kingdom,GBR,2003,2462.0571798,7.81211385,2356.37517369,146494864255.019,78.3302
United Kingdom,GBR,2004,2963.50983978,7.97890281,2559.99379052,177197143850.065,78.8998
United Kingdom,GBR,2005,3176.57297279,8.23536912,2746.27931416,191172514648.644,79.1061
United Kingdom,GBR,2006,3425.61038268,8.36326097,2972.48085984,207660501398.184,79.3474
United Kingdom,GBR,2007,3937.18789433,8.41613855,3049.13192893,240455876270.462,79.5337
United Kingdom,GBR,2008,3863.73637452,8.85089693,3229.25993013,237894112315.843,79.6554
United Kingdom,GBR,2009,3491.24951634,9.80995593,3416.88311775,216604102492.554,80.1556
United Kingdom,GBR,2010,3491.21979734,9.50702943,3268.85758906,218236149531.487,80.3908
United Kingdom,GBR,2011,3648.94756377,9.33870027,3255.07344728,229963973363.838,80.7961
United Kingdom,GBR,2012,3648.67961034,9.41083326,3322.94006545,231672911858.769,80.8594
United Kingdom,GBR,2013,3684.74751976,9.33908653,3374.14099319,235473790250.245,80.9232
United Kingdom,GBR,2014,3934.82356101,9.11547172,3376.86996528,253040633561.728,81.1529
Georgia,GEO,1995,29.57789661,5.12490374,121.81394775,149875431.786506,69.3982
Georgia,GEO,1996,45.98470818,7.49096865,134.82326107,229450956.050047,70.637
Georgia,GEO,1997,56.99525159,7.98980819,163.91877485,280489990.712909,69.6832
Georgia,GEO,1998,48.68347258,6.54770804,141.76840597,236599437.321917,69.7869
Georgia,GEO,1999,36.70438657,6.29395835,144.06720826,176243269.454186,70.0116
Georgia,GEO,2000,44.98843071,6.939338,167.45660594,213406715.038168,70.0909
Georgia,GEO,2001,54.02078648,7.81612364,204.68035638,253128926.630435,70.3705
Georgia,GEO,2002,64.3261154,8.72331141,247.59348657,297820458.35432,70.438
Georgia,GEO,2003,74.42193978,8.48522551,276.01011268,340554275.470991,71.3766
Georgia,GEO,2004,96.98255655,8.53107694,305.26626868,438792146.073298,71.0115
Georgia,GEO,2005,123.40380517,8.59882617,351.91494629,552265717.364872,70.6895
Georgia,GEO,2006,147.34678246,8.39422247,391.35248281,652626306.026949,70.9829
Georgia,GEO,2007,189.92874952,8.16731799,443.50010478,833005653.583003,70.9852
Georgia,GEO,2008,264.7580109,8.99319466,514.44190161,1149920821.15565,70.9494
Georgia,GEO,2009,255.27717099,10.19421933,571.26260998,1097332149.73966,71.0578
Georgia,GEO,2010,274.8616084,10.05158367,612.69712539,1168198117.43613,71.7318
Georgia,GEO,2011,323.43470195,9.38218863,633.75127965,1357261706.67934,72.4846
Georgia,GEO,2012,327.68790333,8.57085151,634.45738302,1356274016.86623,72.6721
Georgia,GEO,2013,286.07282837,7.2473647,570.29801304,1167957260.33976,73.0247
Georgia,GEO,2014,302.6006332,7.4166592,627.74076411,1220925167.20812,73.1051
Ghana,GHA,1995,19.07131288,3.08622897,74.4898744,319654103.51162,56.662
Ghana,GHA,1996,22.29240153,3.44504879,86.4727978,382743012.489913,56.9568
Ghana,GHA,1997,18.83242362,2.9955213,77.88653371,330858997.389992,57.2414
Ghana,GHA,1998,20.55406192,3.23156333,82.86623419,369336062.022989,57.5245
Ghana,GHA,1999,19.87014001,3.08048613,82.31670072,365301118.656949,57.8354
Ghana,GHA,2000,12.26656521,2.99813339,83.48217617,230918016.486077,58.1392
Ghana,GHA,2001,15.24726004,3.55887452,103.48250705,294177646.805662,58.403
Ghana,GHA,2002,14.98250706,3.07302943,92.99671508,296476561.441234,58.7086
Ghana,GHA,2003,18.48245054,3.12389313,99.44232899,375293477.358337,59.0141
Ghana,GHA,2004,26.70497519,3.95738509,133.98169433,556544848.467889,59.3159
Ghana,GHA,2005,36.03047454,4.50784786,163.52329684,770674339.668281,59.6381
Ghana,GHA,2006,43.11005603,4.63638188,112.82288182,946347251.003667,59.9753
